"","Roseburia_inulinivorans","Tyzzerella_nexilis","Caldicoprobacter_oshimai","Butyricimonas_paravirosa","Anaerotruncus_colihominis","Falcatimonas_natans","Holdemanella_biformis","Paludicola_psychrotolerans","Spiroplasma_lampyridicola","Eubacterium_oxidoreducens","Veillonella_denticariosi","Ruminococcus_albus","Intestinibacillus_massiliensis","Anaerofustis_stercorihominis","Ruminococcus_champanellensis","Blautia_hansenii","Desulfofarcimen_intricatum","Acholeplasma_brassicae","Bacteroides_thetaiotaomicron","Muribaculum_intestinale","Romboutsia_timonensis","Bacteroides_rodentium","Ruminiclostridium_papyrosolvens","Noviherbaspirillum_denitrificans","Bacteroides_ovatus","Faecalibacterium_prausnitzii","Gemella_haemolysans","Blautia_faecis","Collinsella_stercoris","Fournierella_massiliensis","Pontibacter_toksunensis","Alistipes_indistinctus","Eisenbergiella_massiliensis","Parabacteroides_merdae","Finegoldia_magna","Vallitalea_guaymasensis","Prevotella_buccalis","Anaerostipes_hadrus","Mogibacterium_pumilum","Catenibacterium_mitsuokai","Anaerostipes_butyraticus","Eubacterium_ruminantium","Eubacterium_xylanophilum","Traorella_massiliensis","Clostridium_tertium","Clostridium_pascui","Desulfovibrio_simplex","Sporobacter_termitidis","Intestinimonas_butyriciproducens","Prevotella_shahii","Dorea_formicigenerans","Oligosphaera_ethanolica","Bacteroides_stercoris","Cuneatibacter_caecimuris","Mitsuokella_multacida","Acutalibacter_muris","Breznakia_pachnodae","Succinivibrio_dextrinosolvens","Klebsiella_aerogenes","Howardella_ureilytica","Lactobacillus_delbrueckii","Parasutterella_excrementihominis","Beduini_massiliensis","Hungatella_effluvii","Paraprevotella_clara","Anaerocolumna_jejuensis","Aminipila_butyrica","Enterococcus_faecalis","Corynebacterium_amycolatum","Dialister_succinatiphilus","Coprococcus_eutactus","Anaerofilum_agile","Cloacibacillus_porcorum","Parabacteroides_faecis","Sutterella_wadsworthensis","Parapedobacter_defluvii","Acholeplasma_morum","Pseudobutyrivibrio_ruminis","Ihubacter_massiliensis","Ruminiclostridium_sufflavum","Prevotella_bivia","Blautia_obeum","Clostridium_sporogenes","Phascolarctobacterium_succinatutens","Roseburia_intestinalis","Ethanoligenens_harbinense","Eubacterium_ramulus","Streptococcus_gordonii","Bifidobacterium_longum","Eubacterium_ventriosum","Emergencia_timonensis","Collinsella_aerofaciens","Veillonella_parvula","Oscillibacter_valericigenes","Caproiciproducens_galactitolivorans","Bulleidia_extructa","Faecalicatena_orotica","Bifidobacterium_catenulatum","Turicibacter_sanguinis","Massiliprevotella_massiliensis","Longicatena_caecimuris","Terrisporobacter_mayombei","Prevotella_timonensis","Bifidobacterium_adolescentis","Ruthenibacterium_lactatiformans","Acholeplasma_vituli","Eggerthella_lenta","Clostridium_argentinense","Oribacterium_sinus","Spiroplasma_chrysopicola","Mesoplasma_corruscae","Dorea_longicatena","Acetivibrio_ethanolgignens","Veillonella_dispar","Spiroplasma_mirum","Holdemania_filiformis","Frisingicoccus_caecimuris","Cronobacter_sakazakii","Longibaculum_muris","Bifidobacterium_angulatum","Desulfovibrio_desulfuricans","Enterococcus_avium","Spiroplasma_melliferum","Colidextribacter_massiliensis","Neglecta_timonensis","Pseudoflavonifractor_capillosus","Subdoligranulum_variabile","Dialister_invisus","Clostridium_disporicum","Eisenbergiella_tayi","Vampirovibrio_chlorellavorus","Clostridium_subterminale","Flavonifractor_plautii","Treponema_succinifaciens","Butyricicoccus_pullicaecorum","Phascolarctobacterium_faecium","Eubacterium_coprostanoligenes","Faecalicatena_contorta","Prevotella_oralis","Clostridioides_difficile","Murimonas_intestini","Prevotella_copri","Kineothrix_alysoides","Senegalimassilia_anaerobia","Thermoclostridium_caenicola","Millionella_massiliensis","Brevundimonas_subvibrioides","Christensenella_minuta","Lachnotalea_glycerini","Breznakia_blatticola","Citrobacter_koseri","Lactobacillus_rogosae","Bacteroides_helcogenes","Treponema_bryantii","Bacteroides_kribbi","Ruminococcus_flavefaciens","Victivallis_vadensis","Megasphaera_elsdenii","Streptococcus_salivarius","Clostridium_chartatabidum","Papillibacter_cinnamivorans","Bacteroides_fragilis","Agathobaculum_desmolans","Anaerotignum_aminivorans","Roseburia_hominis","Coprococcus_comes","Bacteroides_cellulosilyticus","Olivibacter_sitiensis","Desulfovibrio_piger","Fusobacterium_mortiferum","Akkermansia_muciniphila","Phocea_massiliensis","Bacteroides_acidifaciens","Oscillibacter_ruminantium","Alistipes_shahii","Barnesiella_intestinihominis","Anaeromassilibacillus_senegalensis","Spiroplasma_chinense","Enterococcus_faecium","Terrisporobacter_petrolearius","Pseudoflavonifractor_phocaeensis","Duodenibacillus_massiliensis","Anaerotignum_lactatifermentans","Merdimonas_faecis","Lactococcus_garvieae","Bacteroides_intestinalis","Prevotella_stercorea","Prevotellamassilia_timonensis","Klebsiella_pneumoniae","Negativibacillus_massiliensis","Allisonella_histaminiformans","Faecalimonas_umbilicata","Marvinbryantia_formatexigens","Desulfosporosinus_lacus","Mitsuokella_jalaludinii","Hespellia_porcina","Weissella_confusa","Streptococcus_anginosus","Paraprevotella_xylaniphila","Lactobacillus_acidophilus","Ruminiclostridium_josui","Hungatella_hathewayi","Blautia_glucerasea","Spiroplasma_clarkii","Blautia_schinkii","Bacteroides_uniformis","Dehalobacter_restrictus","Parabacteroides_gordonii","Alloprevotella_rava","Spiroplasma_apis","Roseburia_faecis","Gracilibacter_thermotolerans","Herbinix_luporum","Solobacterium_moorei","Blautia_marasmi","Clostridium_acetireducens","Lutispora_thermophila","Flintibacter_butyricus","Harryflintia_acetispora","Bacteroides_xylanisolvens","Pseudoclostridium_thermosuccinogenes","Parabacteroides_distasonis","Anaerobacterium_chartisolvens","Blautia_coccoides","Agathobaculum_butyriciproducens","Coprobacillus_cateniformis","Lactonifactor_longoviformis","Fusicatenibacter_saccharivorans","Bacteroides_eggerthii","Anaerotruncus_rubiinfantis","Alistipes_finegoldii","Lachnoclostridium_pacaense","Clostridium_perfringens","Ruminiclostridium_cellobioparum","Haemophilus_paraphrohaemolyticus","Olsenella_uli","Bacteroides_salyersiae","Kroppenstedtia_pulmonis","Lactobacillus_gasseri","Parabacteroides_goldsteinii","Coprococcus_catus","Elusimicrobium_minutum","Megasphaera_hexanoica","Acidaminococcus_fermentans","Veillonella_atypica","Bifidobacterium_bifidum","Blautia_stercoris","Escherichia_coli","Saccharofermentans_acetigenes","Cellulosilyticum_ruminicola","Clostridium_carnis","Streptococcus_mutans","Faecalitalea_cylindroides","Eubacterium_limosum","Blautia_luti","Anaerostipes_caccae","Clostridium_tepidum","Erysipelatoclostridium_ramosum","Intestinibacter_bartlettii","Butyrivibrio_crossotus","Gemmiger_formicilis","Alistipes_putredinis","Prevotella_paludivivens","Bacteroides_caccae","Monoglobus_pectinilyticus","Spiroplasma_lineolae","Ruminococcus_bromii","Butyricimonas_virosa","Spiroplasma_culicicola","Blautia_wexlerae","Drancourtella_massiliensis","Bacteroides_finegoldii","Ruminococcus_callidus","Bacillus_anthracis","Streptococcus_oralis","Anaerovorax_odorimutans","Mogibacterium_neglectum","Odoribacter_splanchnicus","Lachnospira_pectinoschiza"
"Glcikman_MDR15",1,0,0,0,0,0,347,0,0,0,0,22,1,0,29,0,0,0,6,0,239,1,0,4,0,616,0,10,0,0,35,0,0,8,0,0,2,149,0,443,0,0,6,0,0,0,0,1190,21,0,35,0,3,0,3,0,0,717,0,0,0,0,0,23,5,0,3,0,0,57,0,1,1,0,3,0,0,0,0,0,0,19,0,45,0,473,1,0,208,1,0,27,0,7,0,3,0,663,2,13,0,0,0,53,0,0,1,0,11,0,0,84,2,5,0,0,0,0,0,3,0,0,0,28,4,0,0,0,60,0,0,0,222,654,1,0,34,1,0,0,0,15,1,2,0,0,4,0,0,2201,0,14,4,25442,15,1,7,15,1,0,0,0,0,3,1,16,0,6,13,2,12,0,0,96,2,19,0,0,0,13,0,87,2,0,0,12,3,57,1,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,1,18,0,0,0,10,10,13,0,0,0,10,0,0,13,1,81,0,0,24,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,11,0,8,4,0,3,0,14,8,0,0,0,130,5,89,0,0,232,33,4,345,0,0,1,16,0,33,10,0,36,0,0,28,0,0,1,0,2,0
"FEB017BF.01",9,16,0,0,0,0,8250,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,7467,0,60,0,7,0,13,0,127,0,0,0,2051,0,1584,0,0,0,0,0,0,7,143,70,0,413,0,67,0,0,0,0,0,0,0,0,0,5,161,164,0,17,0,0,252,0,0,0,0,157,0,0,0,8,0,0,2049,0,0,0,0,34,0,107,27,0,305,0,63,39,0,0,4619,5,0,0,0,0,6372,0,0,0,0,0,0,0,1505,0,19,0,0,0,0,0,450,0,0,0,78,16,7,0,0,0,0,0,0,12,0,0,0,976,0,0,0,0,6795,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,150,0,0,0,0,229,0,0,45,0,0,1127,12,35,0,0,0,0,0,27,49,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,42,0,0,0,39,0,0,0,0,0,0,183,0,0,0,86,0,0,0,0,231,0,79,163,0,0,58,0,0,37,0,0,0,0,0,0,0,0,0,85,0,0,0,0,504,0,19,0,0,0,0,0,0,221,0,0,0,189,0,5233,46,0,76,0,0,0,107,0,88,0,0,0,0,0,12,19,77,0
"Glcikman_MDR48",1,16,0,0,0,0,382,0,0,0,0,24,1,0,31,0,0,0,6,0,267,1,0,4,0,13639,0,11,0,0,38,0,0,9,0,0,2,1344,0,488,0,0,7,0,0,0,0,6,23,0,212,0,3,0,4,0,0,816,0,0,0,0,0,246,5,0,3,0,0,63,0,2,1,0,3,0,0,0,0,0,0,22,0,50,0,1,1,8,7369,1,0,31,5,7,2,0,0,731,2,14,0,0,0,58,0,0,17,0,12,0,0,284,2,5,0,0,1,0,0,3,0,0,0,31,29,0,0,0,68,61,0,0,0,723,1,52,274,1,0,1,0,19,1,2,0,0,4,0,0,0,0,15,4,0,16,1,8,16,160,0,0,0,39,4,1,647,0,6,14,56,13,0,0,513,2,21,0,0,0,15,0,2,44,0,0,13,4,64,1,0,0,0,1,0,3,0,0,2,0,62,0,78,0,0,0,1,20,0,0,0,11,11,14,0,0,0,11,0,0,14,1,816,0,1,27,0,0,8,0,0,5,0,0,0,0,9,74,0,43,0,12,0,8,4,0,4,0,16,9,0,0,0,143,5,963,0,0,3,473,5,146,28,0,65,18,0,34,11,0,40,0,0,32,0,0,2,0,2,0
"CEB017CZ.01",0,0,0,0,0,0,11247,0,0,0,0,313,0,0,1143,0,0,0,722,0,1654,0,5,0,0,15180,0,273,0,0,0,0,0,0,0,0,423,1378,0,6,0,0,135,0,0,0,0,206,11,0,340,0,0,0,0,0,0,0,0,0,0,0,0,77,188,0,35,6,0,0,366,0,0,0,131,0,0,0,0,0,0,184,0,351,1718,0,127,0,0,0,0,58,0,289,13,0,0,0,31,0,0,0,0,0,0,0,19,0,0,0,0,580,113,4,0,0,0,0,0,0,0,0,0,261,26,0,962,0,77,0,0,0,110,0,0,0,0,0,0,16,60,0,0,0,0,0,0,0,0,0,0,23,1494,0,0,138,0,0,52,0,0,2552,9,0,0,199,0,448,0,0,0,0,0,1896,0,76,0,0,0,142,55,0,116,8,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,112,0,0,0,0,55,0,0,0,305,0,599,0,0,0,0,0,0,0,0,878,0,2,219,0,0,320,0,0,620,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,203,171,0,0,0,15,0,0,3838,0,0,1021,304,220,5548,198,0,0,98,0,5285,253,0,176,0,0,0,0,0,12,0,0,0
"Glcikman_MDR47",1,0,0,0,0,0,352,0,0,0,0,22,1,0,30,0,0,0,6,0,242,1,0,4,0,1891,0,10,0,0,35,0,0,8,0,0,2,151,0,449,0,0,6,0,0,0,0,34,21,0,35,0,3,0,3,0,0,738,23,0,0,0,0,23,5,0,3,0,0,58,0,1,1,0,3,0,0,0,0,0,0,20,0,46,0,1,1,0,211,1,0,28,0,6,0,0,0,672,2,13,0,0,0,54,0,0,1,0,11,0,0,85,2,5,0,0,1,0,0,3,0,0,0,29,4,0,3,0,61,0,0,0,261,663,1,0,34,1,0,0,0,16,1,2,0,0,4,0,0,0,0,14,4,0,15,1,7,15,1,0,0,0,0,3,1,16,0,6,13,2,12,0,0,95,2,19,0,0,0,13,0,2,3,0,0,12,3,58,1,0,0,0,1,0,3,0,0,0,0,0,0,7,0,0,0,1,18,0,0,0,11,10,13,0,0,0,10,0,0,13,1,82,0,0,25,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,11,0,8,4,0,3,0,176,8,0,0,0,131,5,90,0,0,0,33,4,295,0,0,1,17,0,31,10,0,37,0,0,29,0,42,1,0,2,0
"AEB01513.01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,2732,0,0,298,0,100,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,4473,0,0,0,510,0,0,0,0,11638,16,0,77,0,0,0,0,0,79,0,0,0,0,0,0,1096,0,30,0,0,51,0,0,0,0,0,20,7,1770,0,16,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,10,0,0,0,0,3907,0,0,37,112,0,0,0,0,1633,132,0,0,0,0,472,0,0,29,0,0,325,0,0,0,0,0,17,0,0,0,0,158,0,123,1296,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,472,5,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,693,52,0,0,0,138,0,0,0,6,0,0,0,69,0,799,2069,0,6991,0,0,0,712,0,0,0,0,0,0,0,0,0,124,0,51,0,0
"Glcikman_MDR30",2,0,0,1,0,0,609,76,0,0,0,40,2,0,42,0,0,0,11,0,433,1,1,5,0,1083,0,18,0,3,61,0,0,16,0,0,4,252,0,780,0,0,15,0,0,0,0,376,146,0,61,0,5,0,7,0,0,1331,0,1,0,0,1,39,8,0,6,0,0,106,1,3,2,0,6,0,0,0,1,0,0,34,0,80,0,57,2,0,372,1,0,52,0,757,7,0,0,1165,3,24,0,0,0,93,0,0,2,0,19,0,0,135,3,10,0,0,1,0,0,3,0,0,0,52,7,0,1912,0,111,0,0,0,0,1224,2,487,60,2,0,1,0,5350,1,4,0,0,8,0,0,0,0,25,6,0,30,2,17,26,2,0,0,51,0,8,2,29,0,10,22,3,23,0,0,994,4,35,0,0,0,24,0,4,112,0,0,24,392,101,2,0,0,0,1,0,7,0,0,0,0,0,0,11,0,0,0,1,31,0,0,0,17,18,25,0,0,1,17,0,6,27,1,143,0,0,44,0,0,13,0,0,0,0,0,0,0,16,0,0,0,0,20,0,10,5,0,6,0,25,15,0,0,0,228,8,156,0,0,309,58,9,689,0,0,109,30,0,49,18,0,61,0,0,51,0,0,3,0,3,0
"X0096CK00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,47,0,0,52,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EEB016WS.01",0,0,0,0,0,0,8360,0,0,0,0,0,0,0,0,0,0,0,52,0,12,0,0,0,0,12426,0,28,0,0,0,17,0,118,0,0,0,3285,0,2211,0,0,10,0,0,0,9,332,116,0,190,0,110,0,0,0,0,0,0,0,0,0,111,248,65,0,51,0,0,420,0,0,0,0,97,0,0,0,0,0,0,134,0,0,0,0,27,0,0,41,0,296,0,21,51,0,0,8540,16,0,0,0,0,1930,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,71,13,29,40,0,0,0,0,0,8,0,0,0,782,0,0,0,0,18032,0,16,0,0,0,0,0,7,0,0,0,0,0,0,0,0,112,0,0,0,346,0,0,0,0,255,0,0,0,0,0,887,9,26,0,0,0,0,12,78,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,14,114,0,0,0,0,0,0,228,0,0,0,129,0,0,0,0,279,0,5,36,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1135,0,0,57,0,0,4169,0,0,339,12,0,0,32,0,158,0,2,0,0,0,19,92,53,0
"Glcikman_MDR46",0,0,0,0,0,0,87,0,0,0,0,5,0,0,8,0,0,0,28,0,59,0,0,1,0,154,0,3,0,0,9,0,0,2,0,0,0,39,0,110,0,0,1,0,0,0,0,1,5,0,8,0,1,0,1,0,0,176,0,0,0,0,0,6,1,0,1,0,0,14,0,0,0,0,1,0,0,0,0,0,0,5,0,11,0,0,0,1,50,0,0,6,150,2,0,0,0,166,0,3,0,0,0,13,0,0,0,0,3,0,0,22,0,1,0,0,0,0,0,1,0,0,0,6,1,0,0,0,15,0,0,0,5,143,0,0,8,0,0,0,0,4,0,0,0,0,1,0,0,0,0,3,1,0,4,0,1,4,55,0,0,0,0,1,0,4,0,1,3,39,3,0,0,25,0,4,0,0,0,3,0,0,0,0,0,3,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,19,4,0,0,0,2,2,3,0,0,0,2,0,0,3,0,19,0,0,6,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,1,0,1,0,4,2,0,0,0,32,53,22,0,0,138,8,1,33,0,0,0,4,0,9,2,0,9,0,0,7,0,0,0,0,0,0
"GEB0179R.01",16,0,0,44,99,0,0,24,0,299,0,304,50,0,1015,0,0,0,0,95,997,0,78,0,0,2671,0,27,2,12,774,0,0,0,0,0,0,434,0,807,0,66,23,0,0,0,0,1243,181,0,79,0,0,0,59,0,0,0,0,8,0,0,0,47,26,0,58,0,0,158,14,18,0,0,0,0,0,0,7,366,0,173,168,0,5,28,0,0,0,10,37,43,0,837,7,9,0,0,33,10,0,0,0,1405,0,0,0,0,87,51,44,172,15,0,0,67,0,0,0,0,4,0,0,274,57,18,0,0,1744,0,0,0,10,689,14,0,303,0,0,0,21,355,89,27,12,71,0,10,0,0,0,21,0,0,41,0,732,0,0,0,5,131,0,11,0,83,0,0,0,0,0,0,0,1185,0,103,0,0,0,105,0,42,19,0,0,21,115,180,0,0,0,0,11,0,0,0,4,0,0,0,22,189,0,0,15,0,134,0,55,12,272,237,151,0,304,13,237,71,0,0,55,217,106,36,38,19,0,90,0,0,0,0,0,0,0,30,0,16,0,0,66,0,0,0,0,0,0,72,279,0,51,0,0,5,575,0,0,0,165,0,334,0,10,0,60,0,369,0,15,132,0,0,692,0,0,0,134,11,7
"Glcikman_MDR22",1,7,0,0,0,0,415,0,0,0,0,27,1,0,37,0,0,0,5,0,194,0,0,26,0,2590,0,10,0,0,58,0,0,2,0,0,0,140,0,445,0,0,2,0,0,0,0,12,21,0,34,0,3,0,8,0,0,116,0,2,0,0,0,16,3,0,4,0,0,56,1,1,0,0,3,0,0,0,0,0,0,29,0,41,0,0,0,0,122,0,0,26,0,7,0,0,0,342,3,10,4,0,0,302,0,0,0,0,5,0,0,131,1,37,0,0,0,0,0,16,0,0,0,39,14,0,9,0,45,0,0,0,98,80,0,0,47,0,0,1,0,22,0,2,0,0,0,0,0,0,0,8,1,0,3,1,5,3,8,5,0,0,0,1,1,22,0,5,8,4,5,0,0,103,2,11,0,0,0,24,0,1,2,0,0,5,6,77,2,0,0,1,0,0,2,0,0,0,0,0,0,22,0,0,0,0,12,0,0,1,3,18,11,0,0,0,31,0,0,40,1,23,0,0,25,0,0,9,0,0,0,0,3,0,0,4,0,0,0,0,16,0,20,2,0,0,0,9,4,0,0,0,0,0,128,0,0,285,40,1,217,0,0,1,9,0,34,5,0,40,0,0,47,0,0,1,4,1,0
"Glcikman_MDR73",1,0,0,0,0,0,468,0,0,0,0,32,1,0,41,0,0,0,6,33,221,0,0,27,0,1313,0,11,0,0,65,0,0,3,0,0,0,158,0,503,0,0,2,0,0,0,0,101,24,0,39,0,3,0,9,0,0,136,0,2,0,0,0,18,3,0,4,0,0,63,1,1,0,0,4,0,0,0,0,0,0,33,0,46,0,1,1,4,138,0,0,29,0,8,0,4,0,386,3,11,4,0,0,341,0,0,0,0,6,0,0,147,1,45,0,0,0,0,0,16,0,0,0,44,16,0,4,0,52,0,0,0,0,92,0,0,53,0,0,1,0,24,1,2,0,0,0,0,0,0,0,9,1,0,4,1,5,3,1,5,0,0,0,1,1,26,0,5,9,5,5,0,0,115,2,12,0,0,0,28,0,1,2,0,0,6,7,87,2,0,0,1,0,0,3,0,0,0,0,0,0,24,0,0,0,0,13,0,0,1,3,20,13,0,0,1,35,0,0,45,1,26,0,0,28,0,0,10,0,0,0,0,3,0,0,5,0,0,3,0,18,0,23,2,0,0,0,11,4,0,0,0,0,0,145,0,0,0,45,1,772,0,0,1,11,0,39,6,0,45,0,0,53,0,0,1,4,1,0
"FEB016P3.01",0,0,0,0,0,0,0,107,0,45,0,480,0,0,564,0,0,26,0,168,6,0,17,0,0,9255,0,821,24,103,0,0,0,0,0,0,0,5026,0,3652,0,0,12,0,0,0,16,995,349,0,314,0,0,0,260,0,71,606,0,22,0,0,0,102,20,0,35,0,0,527,0,33,0,0,42,0,0,8,65,0,0,85,0,0,0,64,12,0,181,0,0,643,0,1268,8,11,0,3009,0,371,0,0,0,0,0,0,0,0,0,0,0,1071,0,88,48,0,0,0,36,0,0,0,0,796,528,86,202,0,0,0,0,18,0,20053,12,0,451,0,0,0,0,8439,24,60,0,0,0,0,0,59,0,454,0,0,0,509,275,0,1245,0,36,0,0,0,0,616,0,0,101,6,0,0,0,2879,0,0,19,0,0,0,0,50,116,0,0,0,2481,1555,0,0,17,0,55,0,341,0,14,0,0,0,0,191,0,0,246,0,406,0,0,0,50,1035,765,0,0,67,128,67,28,13,0,534,0,0,209,0,0,46,0,62,0,0,0,11,0,54,0,0,0,0,1210,0,0,0,0,0,0,0,51,0,0,0,0,0,86,0,0,15,0,739,1061,0,36,0,330,0,946,0,0,108,0,0,898,0,733,15,0,16,13
"Glcikman_MDR29",1,0,0,0,0,0,317,0,0,0,0,20,1,0,27,0,0,0,5,0,217,1,0,4,0,563,0,9,0,0,32,0,0,7,0,0,1,138,0,405,0,0,6,0,0,0,0,5,19,0,31,0,2,0,3,0,0,672,21,0,0,0,0,21,4,0,3,0,0,52,0,1,1,0,3,0,0,0,0,0,0,18,0,41,0,1,1,3,190,1,0,25,0,6,0,0,0,606,2,11,0,0,0,48,0,0,1,0,10,0,0,77,1,5,0,0,0,0,0,3,0,0,0,26,27,0,0,0,55,0,0,0,0,588,1,0,30,1,0,0,0,4843,1,1,0,0,3,0,0,0,0,13,3,0,13,1,6,14,1,0,0,0,0,3,0,15,0,5,11,2,11,0,0,87,1,17,0,0,0,12,0,2,2,0,0,11,1121,52,1,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,1,16,0,0,0,9,9,11,0,0,0,9,0,0,11,0,74,0,0,22,0,0,7,0,0,26,0,0,0,0,8,0,0,0,0,10,0,7,3,0,3,0,13,9,0,0,0,119,4,81,0,0,0,30,4,121,0,0,1,15,0,30,9,0,34,0,0,26,0,0,1,0,2,0
"X0094QH00",0,20,0,0,0,0,384,13,0,0,0,31,0,2,0,0,0,0,0,0,217,0,0,0,0,0,0,5,0,36,0,0,10,42,0,0,0,247,0,463,0,0,0,0,0,0,0,24,42,0,78,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,220,0,16,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,66,0,4,106,444,5,0,0,0,23,0,0,0,0,0,0,0,0,0,94,0,0,103,0,0,0,0,0,0,0,0,18,0,0,0,0,22,0,0,0,0,625,0,0,0,0,0,0,22,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,55,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,59,65,0,0,40,0,0,0,0,0,0,5,0,622,0,0,66,0,0,0,0,0,0,0,0,0
"Glcikman_MDR38",720,0,0,0,0,0,7885,3,0,0,0,389,1,0,37,0,0,0,8,0,3093,1,0,5,0,6961,0,250,0,2,47,0,0,320,0,0,2,196,0,597,0,0,10,0,0,0,0,258,174,0,387,0,4,0,5,0,0,11067,0,1,0,0,57,128,6,0,4,0,0,80,1,62,1,0,5,0,0,0,0,0,0,290,0,578,5,1,1,0,2872,1,0,227,53,356,0,0,0,892,65,362,0,0,0,71,0,0,1,0,15,0,0,398,2,7,0,12,1,0,21,3,0,0,0,180,5,10,55,0,83,0,0,0,6,883,1,0,200,1,0,1,0,5224,185,59,0,0,5,0,0,0,0,21,5,0,22,1,10,20,112,0,0,0,37,5,1,22,0,8,17,2,17,0,0,1940,3,26,0,0,0,669,0,3,31,0,0,17,4,1173,1,0,0,0,1,0,4,0,0,18,0,0,0,73,0,0,5,161,291,0,0,0,134,170,261,0,0,0,87,0,3,19,1,270,0,0,33,0,0,10,0,0,0,0,0,0,0,12,349,0,0,47,159,0,9,4,0,5,0,19,11,0,0,0,174,6,813,0,0,0,44,6,953,42,0,1,23,0,41,13,0,315,0,0,39,0,56,2,0,88,0
"Glcikman_MDR70",332,0,0,0,0,2,333,105,33,17,0,324,1,0,887,0,0,8,5,0,2205,1,25,4,0,4860,0,178,0,26,33,0,0,219,0,0,1,813,0,425,0,54,79,0,845,0,0,303,144,0,181,0,2,0,3,116,0,717,0,0,0,0,0,113,4,3,341,0,0,55,108,97,1,0,3,0,27,0,7,316,0,189,0,43,20,73,16,0,2048,1,3,162,3,262,0,6,4,4231,19,12,0,0,0,367,0,0,1,0,11,0,23,531,29,5,12,0,0,0,85,108,0,0,0,147,294,0,19,0,2232,0,0,0,0,627,22,0,633,1,0,0,0,3725,78,1,26,0,3,0,2,0,0,457,4,0,14,26,6,298,15,0,0,0,17,3,1,187,0,5,12,2,11,0,0,1383,1,144,0,1,0,13,0,2,38,0,0,12,3,55,1,0,0,0,0,0,2,27,0,0,0,0,0,273,0,0,14,41,515,0,0,800,247,98,89,0,57,0,239,18,2,11,43,254,71,1,161,0,0,63,0,0,27,0,0,19,0,8,0,0,0,0,104,0,135,3,0,3,35,14,7,0,53,0,124,5,479,0,6,0,543,677,1431,87,0,1,357,0,1816,10,33,723,0,0,424,0,0,1,0,2,12
